Node no.,X,Y,Z
2280,-0.63459,3.82954,-14.5008
2281,-0.67854,3.7754,-14.4419
2282,-0.5009,3.89147,-14.5123
2283,-0.27414,4.00323,-14.4954
2284,-0.3486,3.95016,-14.4785
2285,-0.41703,3.90687,-14.4614
2286,-0.21231,4.08963,-14.6025
2287,-0.17094,4.07045,-14.4884
2288,-0.17956,4.12467,-14.6482
2289,-0.12569,4.16775,-14.6934
2290,0.01771,4.22356,-14.6236
2291,-0.16114,4.03541,-14.4056
2292,-0.24295,4.08958,-15.9215
2293,-0.07366,4.1434,-15.8208
2294,0.08421,4.27786,-15.1768
2295,0.04264,4.18523,-15.7261
2296,-0.00648,4.2359,-15.3532
2297,-0.01784,4.20885,-15.5342
2298,0.19232,4.3151,-15.1134
2299,0.09629,4.27969,-14.7335
2300,0.12371,4.2987,-14.818
2301,0.12899,4.27568,-14.6387
2302,0.23103,4.33623,-14.8213
2303,0.27076,4.34831,-14.9856
2304,0.36309,3.36254,-17.6577
2305,0.49676,3.34934,-17.7188
2306,0.65064,3.35662,-17.7564
2307,0.34114,3.45289,-17.5478
2308,0.72343,3.00215,-18.0671
2309,0.76635,3.20786,-17.9147
2310,0.74434,3.10431,-17.9937
2311,0.86043,2.96868,-18.1134
2312,0.9152,2.88581,-18.1802
2313,0.95718,2.81519,-18.2339
2314,0.998,2.74841,-18.2836
2315,1.23973,2.12667,-18.627
2316,1.24516,2.27689,-18.5693
2317,1.36549,2.11819,-18.638
2318,1.46179,2.11138,-18.6446
2319,1.5472,2.02924,-18.6732
2320,1.65554,1.95757,-18.6944
2321,2.03812,1.67389,-18.7351
2322,1.95431,1.77213,-18.7224
2323,1.7631,1.9132,-18.7022
2324,1.86672,1.85676,-18.7099
2325,1.05732,2.62934,-18.3651
2326,1.1719,2.51198,-18.448
2327,1.23263,2.40514,-18.511
2328,0.77954,3.30257,-17.8367
2329,0.30724,3.53879,-17.4294
2330,0.23974,3.60835,-17.3084
2331,0.03314,3.71005,-17.0366
2332,0.14651,3.66005,-17.187
2333,0.14405,3.87513,-16.7813
2334,0.06275,3.80366,-16.876
2335,-0.06127,4.091,-16.0542
2336,0.08653,4.08213,-16.1881
2337,0.22861,4.06899,-16.3155
2338,0.22405,4.0277,-16.4487
2339,0.37165,4.03475,-16.502
2340,0.33661,3.99465,-16.6066
2341,0.29439,3.92099,-16.768
2342,2.56661,0.84086,-18.7519
2343,2.18403,1.32029,-18.7883
2344,2.22747,1.1125,-18.8115
2345,2.22259,1.2147,-18.8008
2346,2.34047,1.00243,-18.7931
2347,2.60311,0.90449,-18.7452
2348,2.51003,0.98674,-18.7601
2349,2.13819,1.445,-18.7717
2350,2.12987,1.57444,-18.7451
2351,2.15351,1.69762,-18.7105
2352,1.74149,0.92687,-18.7612
2353,1.58188,0.94294,-18.7168
2354,1.30325,0.94875,-18.6026
2355,1.44131,0.93967,-18.6608
2356,1.77584,0.80229,-18.7098
2357,2.21537,0.82151,-18.7883
2358,2.07146,0.88044,-18.7992
2359,2.00579,0.82301,-18.7719
2360,1.96124,0.76764,-18.7398
2361,1.88166,0.74585,-18.709
2362,2.47594,0.79966,-18.7634
2363,2.36412,0.76027,-18.7702
2364,2.51243,0.70634,-18.7525
2365,2.61724,0.75883,-18.7447
2366,2.6784,0.66499,-18.7355
2367,-0.64051,1.43247,-17.9237
2368,-0.57694,1.48846,-17.9765
2369,-0.51593,1.56865,-18.0328
2370,-0.00809,1.73493,-18.2699
2371,0.07265,1.68169,-18.2972
2372,0.15986,1.6372,-18.3317
2373,0.25136,1.59936,-18.3707
2374,-0.25081,1.70051,-18.1622
2375,-0.42013,1.60876,-18.0788
2376,-0.33406,1.65076,-18.1201
2377,-0.08712,1.68604,-18.221
2378,-0.16585,1.63393,-18.1723
2379,0.35434,1.47448,-18.3719
2380,0.26957,1.50673,-18.3399
2381,-0.64194,1.345,-17.8729
2382,-0.6617,1.10634,-17.6935
2383,-0.65929,1.18926,-17.7585
2384,-0.65416,1.26853,-17.8175
2385,0.41924,1.40469,-18.3689
2386,0.50399,1.32576,-18.368
2387,0.60616,1.2901,-18.4037
2388,0.69646,1.25355,-18.4323
2389,0.79676,1.21468,-18.4636
2390,0.88563,1.19513,-18.4997
2391,0.93997,1.1489,-18.5029
2392,1.00865,1.09799,-18.5145
2393,1.08523,1.03538,-18.5278
2394,1.16981,0.96565,-18.5416
2395,-0.66876,1.01761,-17.6141
2396,-0.666,0.91547,-17.5294
2397,-2.51808,2.98707,-14.7693
2398,-2.42143,3.05996,-14.7945
2399,-2.25327,3.21844,-14.834
2400,-2.30448,3.16055,-14.8187
2401,-2.36427,3.11262,-14.8193
2402,-2.19215,3.24719,-14.7791
2403,-2.12577,3.28244,-14.7313
2404,-2.05736,3.32194,-14.6869
2405,-1.98822,3.36109,-14.6431
2406,-2.69399,2.87355,-14.6927
2407,-2.76081,2.82175,-14.612
2408,-2.59366,2.92041,-14.6962
2409,-2.72207,2.80299,-14.5376
2410,-2.8149,2.77439,-14.5321
2411,-2.90995,2.75788,-14.5454
2412,-3.00265,2.7564,-14.5952
2413,-2.74421,1.59648,-14.2005
2414,-2.7835,1.6262,-14.1306
2415,-2.78325,1.8073,-14.0462
2416,-2.70785,1.58475,-14.2642
2417,-2.66581,1.30859,-15.207
2418,-2.6136,1.26839,-15.24
2419,-2.70908,1.39465,-14.9627
2420,-2.69461,1.35831,-15.0577
2421,-2.6793,1.3298,-15.1369
2422,-2.75481,1.42098,-14.8768
2423,-2.77717,1.43596,-14.7821
2424,-2.7777,1.47679,-14.4376
2425,-2.70793,1.54354,-14.3583
2426,-2.67834,1.57629,-14.3253
2427,-2.79188,1.45249,-14.5792
2428,-2.75116,1.46691,-14.6391
2429,-1.79622,1.02634,-16.4233
2430,-1.91309,1.05591,-16.3278
2431,-2.61036,1.37782,-15.7258
2432,-2.54856,1.33839,-15.8393
2433,-2.50392,1.33299,-15.9841
2434,-2.47244,1.34825,-16.1195
2435,-2.37045,1.25739,-16.1203
2436,-2.03716,1.09165,-16.2528
2437,-2.15583,1.14894,-16.22
2438,-2.24686,1.1983,-16.1937
2439,-2.65015,1.33961,-15.4959
2440,-2.6605,1.31903,-15.4096
2441,-2.62136,1.34725,-15.5995
2442,-2.59214,1.24764,-15.3242
2443,-2.62202,1.28036,-15.3782
2444,-2.56453,1.22375,-15.2646
2445,-1.1215,3.73025,-14.4661
2446,-1.04699,3.71954,-14.4542
2447,-0.97918,3.72432,-14.4545
2448,-0.92409,3.70417,-14.4257
2449,-0.7525,3.73531,-14.4184
2450,-0.84745,3.69172,-14.3931
2451,-1.24136,3.69769,-14.4492
2452,-1.16892,3.67611,-14.4257
2453,-1.91857,3.39158,-14.5995
2454,-1.61143,3.58788,-14.495
2455,-1.66886,3.5415,-14.5102
2456,-1.73011,3.49992,-14.5309
2457,-1.79128,3.45705,-14.5478
2458,-1.84525,3.40295,-14.551
2459,-1.36242,3.66639,-14.4493
2460,-1.53909,3.56969,-14.4569
2461,-1.4142,3.60993,-14.4322
2462,-1.46745,3.55349,-14.4212
2463,-1.29223,3.64625,-14.4232
2464,-0.70592,3.70601,-14.3585
2465,-0.56505,3.8341,-14.462
2466,-0.62541,3.77253,-14.408
2467,-0.46789,3.85479,-14.4124
2468,-0.25929,3.96421,-14.4001
2469,-0.35422,3.90322,-14.3906
2470,-0.16874,3.97675,-14.3182
2471,-0.05038,4.14208,-14.4797
2472,-0.01945,4.1863,-14.5595
2473,0.13946,4.2524,-14.5302
2474,0.26245,4.30892,-14.5542
2475,-0.03184,4.11049,-14.3866
2476,-0.03221,4.06482,-14.3075
2477,0.01916,4.03079,-14.2103
2478,0.12319,4.18734,-15.7874
2479,0.01126,4.13221,-15.9412
2480,0.15133,4.28779,-15.2596
2481,0.12156,4.22207,-15.6159
2482,0.08436,4.25409,-15.3931
2483,0.24821,4.23755,-15.6423
2484,0.2887,4.34352,-15.0917
2485,0.25867,4.32434,-15.1868
2486,0.23367,4.32536,-14.6956
2487,0.38482,4.36325,-14.5851
2488,0.36009,4.37815,-14.834
2489,0.33202,4.36253,-15.0063
2490,0.46359,3.43944,-17.6094
2491,0.59294,3.43275,-17.6597
2492,0.82406,3.39072,-17.7624
2493,0.72297,3.4332,-17.6945
2494,0.43606,3.532,-17.4882
2495,0.9621,3.25711,-17.9097
2496,0.90991,3.05612,-18.0587
2497,0.99014,3.16074,-17.9925
2498,1.0044,2.97226,-18.1349
2499,1.03977,2.85371,-18.2213
2500,1.14872,2.75928,-18.2957
2501,1.3789,2.37006,-18.5377
2502,1.36425,2.24276,-18.591
2503,1.47056,2.21493,-18.6072
2504,1.56786,2.14603,-18.6348
2505,1.67238,2.07048,-18.6585
2506,1.78114,2.02688,-18.6648
2507,2.07001,1.80251,-18.696
2508,1.98553,1.90101,-18.6811
2509,1.88806,1.97964,-18.6693
2510,1.27027,2.6149,-18.3971
2511,1.35775,2.48757,-18.4789
2512,1.49384,2.45238,-18.5049
2513,0.96232,3.34289,-17.8336
2514,1.10755,3.28493,-17.9061
2515,0.39782,3.61675,-17.3619
2516,0.32192,3.68018,-17.2355
2517,0.3311,3.87949,-16.8769
2518,0.22904,3.74363,-17.0839
2519,0.27185,3.82581,-16.9518
2520,0.1459,4.11214,-16.1109
2521,0.30022,4.09791,-16.2452
2522,0.43559,4.07685,-16.3876
2523,0.54815,4.03891,-16.5794
2524,0.49464,3.99889,-16.6761
2525,0.42355,3.96068,-16.7429
2526,2.69359,0.82016,-18.732
2527,2.7592,0.73005,-18.7246
2528,2.73966,0.88974,-18.7189
2529,2.26969,1.3581,-18.7645
2530,2.33836,1.12275,-18.7862
2531,2.3459,1.23274,-18.7703
2532,2.46909,1.0805,-18.7621
2533,2.65051,0.96355,-18.7319
2534,2.62009,1.04755,-18.7319
2535,2.74511,0.97699,-18.709
2536,2.19496,1.81305,-18.6712
2537,2.2193,1.48091,-18.7504
2538,2.32106,1.44542,-18.7393
2539,2.24088,1.58185,-18.7242
2540,2.27265,1.69401,-18.6904
2541,1.65536,0.84544,-18.6947
2542,1.70785,0.75063,-18.6577
2543,1.53368,0.86097,-18.6585
2544,1.2324,0.8843,-18.5313
2545,1.34655,0.87688,-18.586
2546,1.43459,0.84414,-18.6092
2547,1.81059,0.70569,-18.6629
2548,2.27264,0.71905,-18.7622
2549,2.14653,0.77885,-18.7727
2550,1.98191,0.70202,-18.7104
2551,2.06779,0.73672,-18.7455
2552,1.89922,0.66674,-18.6661
2553,2.38905,0.67141,-18.7525
2554,2.29058,0.6331,-18.7398
2555,2.50361,0.63525,-18.7438
2556,2.599,0.5965,-18.7367
2557,-0.55309,1.37639,-17.9279
2558,-0.48514,1.43249,-17.9808
2559,-0.41216,1.49002,-18.0326
2560,-0.00439,1.62554,-18.2386
2561,0.08138,1.57368,-18.263
2562,0.17615,1.53799,-18.3008
2563,-0.24579,1.58176,-18.1251
2564,-0.32857,1.53561,-18.0798
2565,-0.08125,1.56733,-18.1803
2566,-0.15441,1.50791,-18.125
2567,0.30795,1.41796,-18.3139
2568,0.19961,1.43975,-18.2646
2569,-0.55292,1.2858,-17.8738
2570,-0.55588,1.03766,-17.6885
2571,-0.554,1.12474,-17.7595
2572,-0.55497,1.20695,-17.8195
2573,0.37209,1.33759,-18.3011
2574,0.43304,1.26156,-18.2864
2575,0.53571,1.23441,-18.3291
2576,0.62832,1.19889,-18.3604
2577,0.72812,1.15595,-18.39
2578,0.83651,1.13229,-18.436
2579,0.89986,1.0721,-18.4364
2580,0.97744,1.0216,-18.4551
2581,1.05249,0.95767,-18.4666
2582,1.11786,0.88429,-18.4651
2583,-0.56054,0.94884,-17.6075
2584,-0.5402,0.86812,-17.5413
2585,-0.57044,0.82802,-17.4966
2586,-2.48696,2.97607,-14.6853
2587,-2.39134,3.05009,-14.7186
2588,-2.24524,3.17878,-14.7554
2589,-2.32169,3.11594,-14.7535
2590,-2.17919,3.20576,-14.7037
2591,-2.1067,3.24381,-14.6634
2592,-2.036,3.28224,-14.624
2593,-1.96785,3.31458,-14.5837
2594,-2.46437,2.96677,-14.6305
2595,-2.64781,2.86308,-14.6107
2596,-2.53926,2.92115,-14.6236
2597,-2.6278,2.83491,-14.5251
2598,-2.73484,1.85014,-14.0638
2599,-2.78476,1.91073,-14.0281
2600,-2.75794,2.75345,-14.46
2601,-2.68261,2.78014,-14.4651
2602,-2.84421,2.73161,-14.4555
2603,-2.9482,2.70627,-14.4574
2604,-2.70123,1.62342,-14.217
2605,-2.72976,1.65441,-14.1559
2606,-2.78294,1.71003,-14.0796
2607,-2.72531,1.7703,-14.0932
2608,-2.68695,1.8134,-14.1011
2609,-2.66205,1.61861,-14.266
2610,-2.62598,1.29268,-15.1687
2611,-2.53738,1.20701,-15.1998
2612,-2.57945,1.25116,-15.1906
2613,-2.651,1.44353,-14.8435
2614,-2.62961,1.40332,-14.9253
2615,-2.64417,1.35767,-15.0167
2616,-2.63544,1.32188,-15.0958
2617,-2.68061,1.46535,-14.7671
2618,-2.69735,1.48284,-14.68
2619,-2.70618,1.51219,-14.4669
2620,-2.64841,1.56091,-14.3887
2621,-2.62314,1.60548,-14.3219
2622,-2.66356,1.51334,-14.5587
2623,-2.63891,1.51484,-14.6072
2624,-2.61343,1.51337,-14.6495
2625,-1.87695,1.00324,-16.2676
2626,-1.98325,1.03004,-16.1906
2627,-2.55709,1.29554,-15.6733
2628,-2.49445,1.25793,-15.785
2629,-2.44732,1.25181,-15.9179
2630,-2.40713,1.25319,-16.0279
2631,-2.29708,1.18845,-16.0836
2632,-2.1117,1.08829,-16.1432
2633,-2.21836,1.14443,-16.1105
2634,-2.53249,1.18727,-15.3379
2635,-2.58239,1.27187,-15.5024
2636,-2.55257,1.21771,-15.4094
2637,-2.4963,1.20465,-15.6032
2638,-2.51392,1.1684,-15.263
2639,-2.49342,1.15333,-15.1924
2640,-1.0928,3.65855,-14.4029
2641,-1.00759,3.66406,-14.3979
2642,-0.9494,3.6282,-14.3487
2643,-0.795,3.64729,-14.322
2644,-0.88448,3.59412,-14.2911
2645,-1.22132,3.62437,-14.3949
2646,-1.14589,3.60279,-14.3642
2647,-0.74386,3.61494,-14.2606
2648,-1.8957,3.33835,-14.5399
2649,-1.71497,3.43857,-14.4904
2650,-1.59544,3.51934,-14.4619
2651,-1.65449,3.47687,-14.4752
2652,-1.7704,3.39767,-14.497
2653,-1.81904,3.34958,-14.4899
2654,-1.3441,3.59239,-14.4022
2655,-1.52277,3.50085,-14.4178
2656,-1.39721,3.53706,-14.386
2657,-1.45223,3.48434,-14.3768
2658,-1.27499,3.5721,-14.3704
2659,-0.65595,3.68988,-14.3094
2660,-0.54203,3.77458,-14.3494
2661,-0.3902,3.83699,-14.3169
2662,-0.26831,3.90373,-14.3096
2663,-0.10839,3.95826,-14.2305
2664,-0.20414,3.88036,-14.2171
2665,-0.0221,3.95411,-14.1484
2666,0.06677,4.0146,-14.1486
2667,0.1343,4.21794,-14.4325
2668,0.28375,4.28279,-14.4299
2669,0.38763,4.33609,-14.463
2670,0.47268,4.37863,-14.5013
2671,0.12896,4.18176,-14.3534
2672,0.56079,4.40209,-14.4778
2673,0.13065,4.14702,-14.2838
2674,0.14131,4.11126,-14.2157
2675,0.15767,4.06939,-14.1429
2676,0.23937,4.17038,-15.934
2677,0.37093,4.24591,-15.667
2678,0.26214,4.31321,-15.2721
2679,0.24617,4.28625,-15.4018
2680,0.38136,4.29671,-15.4458
2681,0.37226,4.35631,-15.1435
2682,0.4202,4.38251,-15.0142
2683,0.52696,4.413,-14.5879
2684,0.62811,4.43986,-14.5682
2685,0.40652,4.38609,-14.7016
2686,0.4273,4.39486,-14.8963
2687,0.55909,3.51852,-17.5489
2688,0.69903,3.50391,-17.608
2689,0.98794,3.42646,-17.7542
2690,0.84959,3.47399,-17.6782
2691,0.5374,3.60503,-17.4305
2692,1.21449,3.23921,-17.9569
2693,1.12699,3.20841,-17.9747
2694,1.09014,3.06351,-18.0824
2695,1.17436,2.9256,-18.1905
2696,1.33885,2.74718,-18.3208
2697,1.51127,2.33516,-18.5586
2698,1.60389,2.24825,-18.5954
2699,1.6774,2.16605,-18.6254
2700,1.77793,2.13848,-18.6281
2701,1.87015,2.08843,-18.6347
2702,2.26071,1.90944,-18.6256
2703,2.09919,1.95649,-18.6423
2704,1.96114,2.04539,-18.6366
2705,1.5882,2.4115,-18.5261
2706,1.48239,2.58303,-18.4325
2707,1.58655,2.5113,-18.4751
2708,1.63347,2.46483,-18.4973
2709,1.1204,3.36707,-17.8296
2710,1.23675,3.30616,-17.8977
2711,0.47149,3.91984,-16.8615
2712,0.50622,3.68036,-17.3102
2713,0.46023,3.7429,-17.189
2714,0.48348,3.86855,-16.9709
2715,0.45941,3.80654,-17.0759
2716,0.38805,4.13722,-16.1337
2717,0.52551,4.11531,-16.2827
2718,0.6103,4.07733,-16.4773
2719,0.6886,4.05055,-16.6112
2720,0.64615,4.0127,-16.7098
2721,0.71545,4.11164,-16.3947
2722,0.59465,3.9654,-16.8126
2723,2.84074,0.79118,-18.704
2724,2.83874,0.90013,-18.6928
2725,2.41576,1.43132,-18.7242
2726,2.40196,1.33032,-18.7445
2727,2.47873,1.1807,-18.7495
2728,2.58847,1.13808,-18.7304
2729,2.70747,1.09579,-18.7054
2730,2.81831,1.00836,-18.6836
2731,2.32208,1.79112,-18.6525
2732,2.35011,1.55442,-18.7108
2733,2.38336,1.65725,-18.679
2734,2.39001,1.87157,-18.6093
2735,1.5995,0.77339,-18.6338
2736,1.74369,0.66756,-18.6168
2737,1.65255,0.69372,-18.6032
2738,1.69333,0.64588,-18.5853
2739,1.50393,0.77347,-18.5974
2740,1.17743,0.80669,-18.4543
2741,1.28324,0.80188,-18.5116
2742,1.37016,0.78642,-18.5471
2743,1.43428,0.75972,-18.5604
2744,1.82481,0.62467,-18.6145
2745,1.98528,0.64386,-18.6779
2746,2.18702,0.67749,-18.7405
2747,2.07989,0.66102,-18.7118
2748,1.92051,0.59697,-18.6292
2749,2.22994,0.56871,-18.7115
2750,2.37794,0.59486,-18.7364
2751,2.30181,0.52959,-18.7125
2752,2.46262,0.55574,-18.7318
2753,2.52079,0.52506,-18.7281
2754,-0.45619,1.31461,-17.927
2755,-0.3694,1.36356,-17.9832
2756,-0.31355,1.42982,-18.0352
2757,-0.00064,1.49979,-18.187
2758,0.09371,1.45796,-18.216
2759,-0.23045,1.45276,-18.0726
2760,-0.07404,1.42355,-18.1153
2761,0.24848,1.3522,-18.2403
2762,0.13109,1.35524,-18.1796
2763,-0.43876,1.223,-17.8766
2764,-0.44001,0.97329,-17.6865
2765,-0.43939,1.06051,-17.7589
2766,-0.43855,1.14372,-17.8216
2767,0.31571,1.27465,-18.228
2768,0.37334,1.20858,-18.217
2769,0.46258,1.17867,-18.2493
2770,0.55901,1.14734,-18.2862
2771,0.65982,1.1035,-18.3167
2772,0.77724,1.04215,-18.3458
2773,0.88371,0.99086,-18.3792
2774,0.96327,0.95264,-18.4068
2775,1.01499,0.88477,-18.3999
2776,1.07561,0.80746,-18.3914
2777,-0.44155,0.88837,-17.6088
2778,-0.4372,0.81937,-17.5437
2779,-0.48314,0.7921,-17.4933
2780,-0.50505,0.777,-17.4768
2781,-2.38311,3.02131,-14.6413
2782,-2.25565,3.11838,-14.6641
2783,-2.14579,3.17531,-14.6211
2784,-2.07993,3.21769,-14.6005
2785,-2.01919,3.24059,-14.5579
2786,-1.95094,3.26794,-14.5182
2787,-2.60742,2.80907,-14.4585
2788,-2.43697,2.95815,-14.5764
2789,-2.53161,2.89317,-14.5496
2790,-2.5216,2.86161,-14.4766
2791,-2.68271,1.87,-14.0822
2792,-2.73393,1.93054,-14.0485
2793,-2.7878,2.013,-14.0229
2794,-2.76252,2.70851,-14.3863
2795,-2.69025,2.73206,-14.3904
2796,-2.61947,2.76435,-14.3961
2797,-2.83699,2.68044,-14.3715
2798,-2.89875,2.6367,-14.3348
2799,-2.7977,2.2293,-14.0534
2800,-2.66575,1.66219,-14.2052
2801,-2.69444,1.70765,-14.1422
2802,-2.65508,1.76049,-14.1399
2803,-2.634,1.81951,-14.1213
2804,-2.61255,1.65105,-14.2613
2805,-2.58673,1.28109,-15.1225
2806,-2.49804,1.17656,-15.1335
2807,-2.5447,1.23665,-15.1341
2808,-2.58135,1.44469,-14.8289
2809,-2.57711,1.39552,-14.9051
2810,-2.58864,1.3547,-14.9773
2811,-2.58932,1.31494,-15.0515
2812,-2.56265,1.6301,-14.3143
2813,-2.57611,1.49565,-14.7179
2814,-2.52416,1.45833,-14.7618
2815,-2.6065,1.54904,-14.4529
2816,-2.57144,1.58785,-14.3788
2817,-2.58354,1.53976,-14.5374
2818,-2.53461,1.53594,-14.5823
2819,-2.504,1.50347,-14.657
2820,-1.94117,0.96609,-16.1147
2821,-2.04464,1.01644,-16.065
2822,-2.43405,1.16771,-15.7051
2823,-2.38565,1.15974,-15.8181
2824,-2.32751,1.14909,-15.9204
2825,-2.25313,1.11016,-15.9613
2826,-2.16797,1.07619,-16.0195
2827,-2.46534,1.1081,-15.312
2828,-2.47477,1.12789,-15.3933
2829,-2.4891,1.16305,-15.481
2830,-2.42517,1.11325,-15.5591
2831,-2.3788,1.09609,-15.6538
2832,-2.45269,1.09554,-15.2241
2833,-2.44129,1.09561,-15.1363
2834,-2.39906,1.03112,-15.2605
2835,-1.05452,3.58405,-14.329
2836,-0.97235,3.54089,-14.2626
2837,-0.82203,3.55461,-14.2227
2838,-0.89941,3.51645,-14.2102
2839,-1.2046,3.55155,-14.3379
2840,-1.12597,3.52598,-14.2961
2841,-0.69227,3.59487,-14.2105
2842,-1.87519,3.28685,-14.4714
2843,-1.69729,3.39057,-14.4473
2844,-1.57757,3.45378,-14.4197
2845,-1.63531,3.41632,-14.4289
2846,-1.72796,3.351,-14.4336
2847,-1.79193,3.29634,-14.4194
2848,-1.33154,3.51517,-14.3489
2849,-1.50347,3.43485,-14.3696
2850,-1.38982,3.45965,-14.3336
2851,-1.4425,3.42392,-14.333
2852,-1.26785,3.49246,-14.3127
2853,-0.58605,3.67316,-14.2403
2854,-0.43024,3.7462,-14.2223
2855,-0.29487,3.81297,-14.2054
2856,-0.12706,3.86459,-14.1297
2857,-0.19967,3.78983,-14.0984
2858,0.04054,3.91567,-14.0539
2859,0.12833,4.00817,-14.0903
2860,0.28787,4.24912,-14.3362
2861,0.40739,4.3074,-14.3546
2862,0.49124,4.35739,-14.4035
2863,0.28772,4.21291,-14.2586
2864,0.59228,4.37778,-14.3699
2865,0.64444,4.41872,-14.4543
2866,0.22849,3.99293,-13.9993
2867,0.2773,4.07109,-14.0538
2868,0.28479,4.17547,-14.1938
2869,0.29882,4.13312,-14.1184
2870,0.44627,4.20726,-15.8708
2871,0.49099,4.2979,-15.4862
2872,0.54967,4.26781,-15.6408
2873,0.42017,4.35554,-15.201
2874,0.48056,4.35219,-15.2598
2875,0.56786,4.34415,-15.3282
2876,0.69501,4.45136,-14.5458
2877,0.52716,4.39952,-15.0473
2878,0.70645,4.46628,-14.6485
2879,0.60469,4.44513,-14.7163
2880,0.57837,4.42735,-14.8944
2881,1.15287,3.4501,-17.7446
2882,0.67564,3.58279,-17.5031
2883,0.84081,3.55154,-17.5837
2884,1.00622,3.50762,-17.6654
2885,0.67094,3.66068,-17.3946
2886,1.31271,3.25137,-17.9523
2887,1.25975,3.18462,-18.0077
2888,1.17729,3.13319,-18.041
2889,1.26295,3.02202,-18.131
2890,1.39755,2.85889,-18.252
2891,1.53977,2.70714,-18.3575
2892,1.64753,2.33011,-18.5602
2893,1.72676,2.24171,-18.5931
2894,1.85405,2.17987,-18.6028
2895,1.95331,2.14988,-18.5947
2896,2.34049,1.99154,-18.5741
2897,2.21656,2.03701,-18.5843
2898,2.08205,2.13638,-18.5717
2899,1.68458,2.42002,-18.516
2900,1.6361,2.62129,-18.4101
2901,1.68416,2.53559,-18.4551
2902,1.69325,2.72014,-18.3466
2903,1.276,3.38664,-17.8195
2904,1.35992,3.33025,-17.8787
2905,0.63344,3.9165,-16.9369
2906,0.66444,3.73049,-17.2839
2907,0.66594,3.79604,-17.1714
2908,0.68754,3.86335,-17.0591
2909,0.5534,4.17574,-16.0451
2910,0.68554,4.15349,-16.1975
2911,0.84913,4.13974,-16.3337
2912,0.77685,4.07731,-16.5592
2913,0.76474,4.03444,-16.6961
2914,0.72474,3.99046,-16.8036
2915,0.88089,4.10327,-16.5036
2916,0.73316,3.94956,-16.9022
2917,2.92235,0.84785,-18.6742
2918,2.91204,0.94656,-18.662
2919,2.45636,1.51333,-18.6991
2920,2.51075,1.38319,-18.7127
2921,2.50644,1.2773,-18.7303
2922,2.86895,1.07081,-18.6548
2923,2.62188,1.21602,-18.7122
2924,2.75195,1.16015,-18.6819
2925,2.4396,1.74102,-18.6424
2926,2.47702,1.61411,-18.67
2927,2.50855,1.8105,-18.6016
2928,2.45504,1.94646,-18.5629
2929,1.56484,0.68884,-18.5685
2930,1.73786,0.60286,-18.5711
2931,1.63959,0.62504,-18.553
2932,1.48449,0.68125,-18.5324
2933,1.13101,0.72549,-18.3741
2934,1.23259,0.71966,-18.4313
2935,1.33051,0.70526,-18.4763
2936,1.40977,0.68859,-18.505
2937,1.81553,0.53556,-18.5552
2938,1.8956,0.46663,-18.5491
2939,2.04359,0.59392,-18.6683
2940,2.15064,0.59371,-18.701
2941,1.96975,0.5333,-18.6103
2942,2.21114,0.5012,-18.6847
2943,2.2571,0.49879,-18.6948
2944,2.3709,0.49107,-18.7123
2945,2.29271,0.45231,-18.6884
2946,2.44355,0.45115,-18.7094
2947,-0.31256,1.24323,-17.9344
2948,-0.23704,1.3191,-18.0016
2949,0.01884,1.34502,-18.1154
2950,-0.14035,1.34814,-18.049
2951,0.1991,1.27001,-18.1623
2952,0.10836,1.23659,-18.0933
2953,-0.32191,0.89695,-17.671
2954,-0.29318,1.1509,-17.882
2955,-0.3156,0.9858,-17.7499
2956,-0.306,1.07149,-17.8207
2957,0.27904,1.19213,-18.1543
2958,0.36839,1.1273,-18.1616
2959,0.46678,1.08786,-18.193
2960,0.56971,1.05684,-18.2334
2961,0.66464,1.00728,-18.2566
2962,0.7371,0.93166,-18.2506
2963,0.82891,0.92568,-18.3044
2964,0.91906,0.89965,-18.3464
2965,0.979,0.81345,-18.3316
2966,1.03784,0.73067,-18.3171
2967,1.09579,0.64791,-18.3001
2968,-0.34094,0.81135,-17.5812
2969,-0.38186,0.74343,-17.4925
2970,-0.4408,0.7246,-17.4546
2971,-2.30408,3.03328,-14.5644
2972,-2.17248,3.11178,-14.5516
2973,-2.0782,3.17418,-14.5404
2974,-2.00715,3.19406,-14.4847
2975,-1.9411,3.21301,-14.4427
2976,-2.53189,2.8123,-14.4036
2977,-2.5372,2.75961,-14.3336
2978,-2.40145,2.93982,-14.4996
2979,-2.40245,2.89636,-14.4226
2980,-2.62687,1.88015,-14.0965
2981,-2.67471,1.9361,-14.0669
2982,-2.72393,2.01402,-14.0433
2983,-2.79218,2.11792,-14.0311
2984,-2.74768,2.66333,-14.3191
2985,-2.6773,2.68255,-14.3178
2986,-2.61122,2.71477,-14.3243
2987,-2.78819,2.62032,-14.2787
2988,-2.85754,2.55054,-14.2316
2989,-2.8278,2.45065,-14.1514
2990,-2.80828,2.34194,-14.0926
2991,-2.53055,2.705,-14.2669
2992,-2.7264,2.15896,-14.0452
2993,-2.74046,2.24554,-14.0621
2994,-2.68315,2.18947,-14.0541
2995,-2.57439,1.83043,-14.1308
2996,-2.61136,1.70628,-14.1993
2997,-2.58682,1.76888,-14.1636
2998,-2.55436,1.67491,-14.2562
2999,-2.51091,1.64968,-14.2987
3000,-2.4369,1.11871,-15.0622
3001,-2.54339,1.26754,-15.0686
3002,-2.49701,1.20746,-15.0711
