Node no.,X,Y,Z
4847,3.4397,2.19939,-17.8198
4848,3.49659,2.11654,-17.8286
4849,3.55294,2.03255,-17.8326
4850,3.63505,1.51123,-18.0234
4851,3.64519,1.62703,-17.9691
4852,3.71555,1.38862,-17.9638
4853,1.60136,-0.3199,-17.9465
4854,1.6817,-0.36555,-17.9763
4855,0.4527,0.14724,-17.1773
4856,0.54204,0.23396,-17.4389
4857,0.62019,0.2211,-17.5065
4858,0.52791,0.17887,-17.3304
4859,0.51786,0.13519,-17.2357
4860,0.68746,0.14443,-17.4745
4861,1.53426,-0.34075,-17.8534
4862,1.43766,-0.30829,-17.7705
4863,0.87642,0.09292,-17.6221
4864,0.8297,0.07218,-17.5428
4865,0.76786,0.07286,-17.4682
4866,1.32446,-0.24174,-17.709
4867,1.21946,-0.16458,-17.6778
4868,1.14041,-0.08269,-17.6889
4869,0.96316,0.02735,-17.6318
4870,1.05469,-0.03655,-17.6495
4871,-0.31311,0.13627,-16.4864
4872,-0.39559,0.1377,-16.3919
4873,-0.22963,0.13709,-16.5649
4874,0.29325,0.20152,-17.1167
4875,0.26489,0.1575,-17.0065
4876,0.24112,0.12175,-16.9187
4877,0.16114,0.12183,-16.8642
4878,-0.13797,0.15478,-16.6929
4879,-0.021,0.14083,-16.7595
4880,0.07575,0.12143,-16.8011
4881,0.3911,0.14897,-17.1084
4882,-1.66793,2.27115,-13.8352
4883,-1.68771,2.1777,-13.8345
4884,-1.23273,2.29174,-13.6971
4885,-1.50083,2.24258,-13.7736
4886,-1.89664,2.01398,-13.9183
4887,-1.72717,2.0743,-13.8474
4888,-1.7651,1.78085,-13.8745
4889,-1.77072,1.88521,-13.8689
4890,-1.70947,1.63505,-13.871
4891,-1.73821,1.54465,-13.9068
4892,-1.75929,1.46235,-13.9421
4893,-1.76909,1.33941,-13.9861
4894,-1.63769,1.24257,-13.9368
4895,-1.58745,1.03436,-13.9915
4896,-1.48334,0.79147,-14.0874
4897,-1.49071,0.87119,-14.0338
4898,-1.49238,0.9546,-13.9856
4899,-1.56146,1.11559,-13.9399
4900,-1.08611,0.22925,-15.1982
4901,-0.99145,0.20929,-15.2079
4902,-0.75216,0.18424,-16.0488
4903,-0.75203,0.13751,-15.9036
4904,-0.65729,0.17517,-16.1813
4905,-0.64148,0.14593,-16.0933
4906,-0.52751,0.15074,-16.2712
4907,-0.76297,0.11646,-15.7311
4908,-0.6712,0.08947,-15.7389
4909,-0.91208,0.16335,-15.3998
4910,-0.84756,0.13822,-15.4706
4911,-0.75708,0.10936,-15.5763
4912,-0.91401,0.17679,-15.3197
4913,-0.8999,0.18969,-15.2271
4914,-1.34575,0.3377,-15.0291
4915,-1.25775,0.29937,-15.0513
4916,-1.16679,0.26795,-15.0749
4917,-1.07399,0.24275,-15.0962
4918,-1.3421,0.35554,-14.9081
4919,-1.39819,0.72584,-14.1042
4920,-1.40381,0.65415,-14.1898
4921,-1.40284,0.58606,-14.287
4922,-1.40122,0.52877,-14.3877
4923,-1.38495,0.48169,-14.4885
4924,-1.36161,0.43977,-14.5932
4925,-1.34924,0.40512,-14.6967
4926,-1.34405,0.37824,-14.7977
4927,0.23204,2.83293,-13.0799
4928,0.07861,2.84722,-13.1927
4929,-0.05566,2.83985,-13.2854
4930,-0.14474,2.80819,-13.3396
4931,-0.20799,2.76676,-13.373
4932,0.34749,2.7632,-12.9728
4933,-0.26534,2.70834,-13.399
4934,-0.38047,2.69471,-13.4525
4935,-0.44521,2.62127,-13.4719
4936,-0.64126,2.577,-13.5415
4937,-0.5229,2.54412,-13.4945
4938,-0.9788,2.4178,-13.6339
4939,-0.9053,2.49514,-13.6211
4940,-0.73161,2.49311,-13.5626
4941,0.46699,2.90319,-12.956
4942,0.42714,2.85672,-12.9538
4943,0.45005,2.75721,-12.8946
4944,0.72494,3.12589,-13.0348
4945,0.6099,3.03721,-12.9907
4946,0.78183,3.08065,-12.9775
4947,0.64904,3.09996,-13.0333
4948,0.63365,2.93604,-12.8917
4949,0.58082,2.8912,-12.8816
4950,0.83364,2.96775,-12.8563
4951,0.93503,2.8901,-12.7653
4952,1.04131,2.84615,-12.7039
4953,1.78843,4.04132,-15.8527
4954,1.83209,4.01186,-16.0283
4955,1.93665,3.96632,-16.1635
4956,2.08223,3.91614,-16.1955
4957,2.02564,3.93125,-16.302
4958,1.40936,3.45602,-13.3261
4959,1.31473,3.61004,-13.4235
4960,1.33946,3.68705,-13.4606
4961,1.38369,3.78893,-13.5023
4962,1.45735,3.90166,-13.5443
4963,1.37615,3.5651,-13.3991
4964,1.43097,3.52113,-13.3751
4965,1.54548,3.91285,-13.5427
4966,1.63311,3.9032,-13.5338
4967,1.34426,3.42906,-13.2973
4968,1.21219,3.31524,-13.1803
4969,1.26082,3.40737,-13.2728
4970,1.25002,3.23268,-13.0955
4971,1.27326,3.14631,-13.0009
4972,1.41145,3.38794,-13.2717
4973,1.24318,3.06073,-12.8963
4974,1.23981,2.98349,-12.8038
4975,1.12218,2.85243,-12.689
4976,1.1841,2.88475,-12.7046
4977,1.24769,2.90823,-12.7154
4978,1.78976,4.05033,-13.5818
4979,1.72594,3.9778,-13.5534
4980,1.88622,4.09147,-13.5923
4981,1.96026,4.07839,-13.5697
4982,1.96994,4.16507,-13.6207
4983,2.02728,4.23237,-13.656
4984,2.06903,4.33764,-13.7502
4985,2.05864,4.28582,-13.6927
4986,2.13845,4.3662,-13.7599
4987,2.66565,4.41855,-14.689
4988,2.60294,4.3649,-14.7043
4989,2.02977,4.24437,-14.872
4990,2.19599,4.33804,-14.7322
4991,2.13643,4.27197,-14.8135
4992,2.51786,4.37656,-14.6862
4993,2.44136,4.37804,-14.6682
4994,2.37225,4.33455,-14.704
4995,2.26763,4.30666,-14.7491
4996,1.95095,4.22994,-14.9223
4997,1.72961,4.07766,-15.6691
4998,1.71222,4.09389,-15.5364
4999,1.71038,4.10402,-15.4484
5000,1.86869,4.21896,-14.9875
5001,1.71781,4.11256,-15.3744
5002,1.67615,4.16729,-15.241
5003,1.69237,4.21455,-15.1229
5004,1.77743,4.2123,-15.0619
5005,2.09789,3.8979,-16.4373
5006,3.4621,2.26549,-17.7364
5007,3.34761,2.4273,-17.7111
5008,3.40439,2.34621,-17.7244
5009,2.27224,3.7209,-16.94
5010,2.36419,3.65524,-16.9969
5011,2.75537,3.01558,-17.7301
5012,2.87479,2.98385,-17.6689
5013,2.72453,3.11286,-17.6017
5014,2.7049,3.1916,-17.4851
5015,2.43576,3.59727,-17.0476
5016,2.5054,3.53955,-17.0843
5017,2.59196,3.46237,-17.1265
5018,2.65983,3.37108,-17.2122
5019,2.75506,3.26086,-17.3104
5020,2.1642,3.83995,-16.6708
5021,2.14123,3.86849,-16.5546
5022,2.28279,3.77454,-16.7555
5023,2.28364,3.79753,-16.6588
5024,2.3454,3.73288,-16.8064
5025,3.29282,2.50791,-17.698
5026,3.24086,2.58986,-17.6821
5027,3.18503,2.67,-17.6728
5028,3.12175,2.74539,-17.6764
5029,3.05854,2.81963,-17.6741
5030,2.99979,2.89504,-17.653
5031,2.94987,2.95583,-17.6286
5032,3.79654,1.20165,-17.9289
5033,3.79605,1.2877,-17.8967
5034,3.63691,1.75801,-17.9156
5035,3.69372,1.70972,-17.8677
5036,3.60299,1.87911,-17.8836
5037,3.61551,1.95409,-17.8169
5038,3.51955,2.18435,-17.7447
5039,3.57397,2.10106,-17.7525
5040,3.61714,2.02579,-17.7608
5041,3.72351,1.51213,-17.9082
5042,3.79918,1.38494,-17.8535
5043,1.62925,-0.42842,-17.8596
5044,0.46931,0.10265,-17.104
5045,0.52396,0.09014,-17.1491
5046,0.61515,0.14909,-17.3886
5047,0.58751,0.1103,-17.2818
5048,0.57068,0.08229,-17.2007
5049,0.70649,0.07703,-17.3905
5050,1.50764,-0.38963,-17.7553
5051,1.37666,-0.32709,-17.6535
5052,0.91789,0.00321,-17.5471
5053,0.85566,0.00296,-17.469
5054,0.79275,0.01014,-17.3944
5055,1.24497,-0.23361,-17.6088
5056,1.125,-0.14055,-17.5876
5057,1.01335,-0.06651,-17.5584
5058,-0.27075,0.11623,-16.4367
5059,-0.36134,0.10846,-16.3119
5060,-0.15133,0.10451,-16.53
5061,0.35086,0.12968,-17.0234
5062,0.31731,0.09726,-16.9265
5063,0.25181,0.07891,-16.8374
5064,0.15913,0.07966,-16.7713
5065,-0.04855,0.10072,-16.6347
5066,0.05798,0.08941,-16.7132
5067,0.44229,0.08479,-17.0305
5068,-1.20211,2.22943,-13.683
5069,-1.51487,2.14863,-13.7702
5070,-1.42019,2.09845,-13.7369
5071,-1.71388,1.96784,-13.8411
5072,-1.59352,2.0316,-13.7916
5073,-1.65432,1.78184,-13.8255
5074,-1.62071,1.84674,-13.8069
5075,-1.62396,1.68071,-13.8234
5076,-1.59161,1.57425,-13.8263
5077,-1.59985,1.46845,-13.8528
5078,-1.58093,1.32186,-13.8815
5079,-1.51396,1.19373,-13.8874
5080,-1.47965,1.03684,-13.9369
5081,-1.38661,0.79946,-14.0331
5082,-1.30934,0.73356,-14.0572
5083,-1.38074,0.87841,-13.9768
5084,-1.36981,0.9597,-13.9265
5085,-1.45412,1.11657,-13.8904
5086,-0.97889,0.22388,-15.1074
5087,-0.88701,0.20625,-15.1292
5088,-0.64855,0.09417,-15.8743
5089,-0.59438,0.1006,-16.0066
5090,-0.491,0.10837,-16.162
5091,-0.58762,0.06827,-15.7348
5092,-0.65986,0.08602,-15.6267
5093,-0.8317,0.14924,-15.3774
5094,-0.75319,0.12246,-15.4544
5095,-0.67211,0.0999,-15.5139
5096,-0.8176,0.16475,-15.2836
5097,-0.80436,0.18372,-15.185
5098,-1.25511,0.31815,-14.9406
5099,-1.16402,0.28781,-14.9697
5100,-1.07016,0.26327,-14.9956
5101,-0.97444,0.24444,-15.0107
5102,-1.25777,0.3427,-14.8331
5103,-1.32611,0.66519,-14.1405
5104,-1.32389,0.5959,-14.2354
5105,-1.31506,0.53285,-14.3357
5106,-1.29915,0.48327,-14.4316
5107,-1.27954,0.44181,-14.5294
5108,-1.26806,0.40377,-14.6306
5109,-1.26263,0.37102,-14.7316
5110,-1.24246,0.66884,-14.1009
5111,-1.16971,0.67062,-14.0708
5112,0.21511,2.76761,-13.0739
5113,0.07373,2.76833,-13.1785
5114,-0.0504,2.74428,-13.2671
5115,-0.13212,2.7254,-13.3234
5116,-0.18886,2.70144,-13.3565
5117,0.44486,2.70487,-12.8831
5118,0.33275,2.70295,-12.9688
5119,-1.14649,2.17425,-13.6657
5120,-0.22636,2.63937,-13.3739
5121,-0.31776,2.639,-13.4195
5122,-0.38414,2.56769,-13.4438
5123,-0.50644,2.47948,-13.4858
5124,-0.67794,2.4387,-13.5403
5125,-0.92565,2.37331,-13.6129
5126,0.50592,2.78355,-12.8655
5127,0.73149,2.94705,-12.8657
5128,0.66679,2.85536,-12.8172
5129,0.57428,2.82173,-12.8415
5130,0.86007,2.84865,-12.7508
5131,0.99674,2.78455,-12.6657
5132,1.10358,2.79155,-12.6378
5133,1.87565,4.00658,-15.8124
5134,1.97346,3.95616,-16.0237
5135,2.13631,3.89414,-16.1158
5136,2.24462,3.85376,-16.1676
5137,2.21475,3.86919,-16.2386
5138,2.17511,3.88141,-16.3284
5139,1.45932,3.42371,-13.3087
5140,1.47986,3.47745,-13.3511
5141,1.40888,3.63006,-13.4351
5142,1.44499,3.7143,-13.4722
5143,1.48359,3.81794,-13.511
5144,1.47105,3.57495,-13.4108
5145,1.5043,3.52938,-13.3871
5146,1.57025,3.81468,-13.5089
5147,1.64653,3.8128,-13.5069
5148,1.73162,3.87938,-13.5221
5149,1.48844,3.37431,-13.2759
5150,1.3424,3.33161,-13.209
5151,1.33969,3.2243,-13.0991
5152,1.31969,3.06665,-12.9053
5153,1.35041,3.13909,-13.0035
5154,1.4496,3.32313,-13.2238
5155,1.53548,3.31794,-13.2413
5156,1.31222,2.99287,-12.809
5157,1.38735,2.9953,-12.8103
5158,1.31783,2.92311,-12.7208
5159,1.18394,2.81383,-12.6313
5160,1.25416,2.83575,-12.6321
5161,1.31213,2.86223,-12.6492
5162,1.85879,3.96842,-13.5394
5163,1.97156,4.00508,-13.5358
5164,2.02867,4.01697,-13.5305
5165,2.03181,4.07004,-13.5505
5166,2.05495,4.15575,-13.5895
5167,2.10281,4.22534,-13.6199
5168,2.15037,4.29019,-13.66
5169,2.68515,4.3226,-14.7353
5170,2.72711,4.35136,-14.7339
5171,2.62134,4.27216,-14.7443
5172,2.53193,4.28838,-14.7362
5173,2.02682,4.18527,-14.9309
5174,2.11381,4.20794,-14.8742
5175,2.21796,4.23687,-14.8175
5176,2.4328,4.28848,-14.7378
5177,2.3277,4.26077,-14.7716
5178,1.95197,4.16973,-14.9936
5179,2.02381,4.12549,-14.9889
5180,1.81587,4.04191,-15.6283
5181,1.79986,4.05545,-15.5118
5182,1.7935,4.06618,-15.4395
5183,1.88123,4.15684,-15.063
5184,1.76319,4.10464,-15.3083
5185,1.74447,4.15662,-15.185
5186,1.81151,4.15278,-15.127
5187,2.23184,3.85327,-16.4341
5188,3.54741,2.23961,-17.6575
5189,3.48766,2.32507,-17.6446
5190,3.3717,2.49536,-17.6083
5191,3.42885,2.41146,-17.6251
5192,2.4203,3.67858,-16.8635
5193,2.48305,3.62116,-16.9288
5194,2.85693,3.05041,-17.5799
5195,2.82485,3.14013,-17.4554
5196,2.94145,3.01313,-17.548
5197,2.55302,3.55249,-16.9926
5198,2.64771,3.46576,-17.0491
5199,2.72465,3.36701,-17.1451
5200,2.83491,3.23563,-17.261
5201,2.28293,3.8202,-16.5368
5202,2.37886,3.74912,-16.694
5203,2.38645,3.76659,-16.5945
5204,2.45329,3.69827,-16.7531
5205,3.19939,2.74116,-17.5764
5206,3.31716,2.57726,-17.5934
5207,3.26144,2.66021,-17.5801
5208,3.13405,2.81825,-17.5748
5209,3.07138,2.89444,-17.5594
5210,3.0107,2.96344,-17.5409
5211,3.8749,1.20645,-17.8225
5212,3.87065,1.2897,-17.7931
5213,3.76564,1.63813,-17.8011
5214,3.67135,1.82154,-17.8347
5215,3.74042,1.77234,-17.7716
5216,3.68499,1.89075,-17.7729
5217,3.6822,1.97299,-17.7173
5218,3.60612,2.15381,-17.6641
5219,3.65531,2.06437,-17.6792
5220,3.87901,1.39535,-17.7371
5221,3.83224,1.52028,-17.7546
5222,3.63195,2.2059,-17.5761
5223,-0.31172,0.0624,-16.2164
5224,1.5867,-0.48275,-17.7415
5225,0.5297,0.04805,-17.062
5226,0.592,0.03415,-17.1234
5227,0.66457,0.06406,-17.3039
5228,0.63297,0.04241,-17.2099
5229,0.74404,0.0053,-17.3109
5230,0.82309,-0.05493,-17.3124
5231,1.46746,-0.4278,-17.6402
5232,1.34736,-0.37185,-17.5297
5233,1.25276,-0.28969,-17.5209
5234,0.94657,-0.06804,-17.4688
5235,0.87796,-0.05819,-17.3894
5236,1.1447,-0.21076,-17.4966
5237,1.04187,-0.13774,-17.4773
5238,-0.17107,0.06173,-16.3742
5239,-0.04214,0.0557,-16.5043
5240,0.41486,0.05594,-16.9275
5241,0.34194,0.04314,-16.8237
5242,0.26141,0.03629,-16.7397
5243,0.16945,0.0413,-16.6777
5244,0.06628,0.05001,-16.6083
5245,0.52179,0.01839,-16.976
5246,-1.22204,1.97222,-13.6838
5247,-1.33281,2.03843,-13.7123
5248,-1.47056,1.96499,-13.7503
5249,-1.55884,1.91068,-13.7809
5250,-1.5325,1.71042,-13.7824
5251,-1.47142,1.7567,-13.7572
5252,-1.50413,1.598,-13.7843
5253,-1.50434,1.49672,-13.8017
5254,-1.48845,1.37984,-13.8213
5255,-1.45059,1.27801,-13.8329
5256,-1.40234,1.19703,-13.8393
5257,-1.2179,0.7307,-14.0236
5258,-1.3548,1.03906,-13.8815
5259,-1.27155,0.80965,-13.9764
5260,-1.2611,0.89917,-13.9149
5261,-1.26324,0.97297,-13.8762
5262,-1.32978,1.11745,-13.8394
5263,-0.87887,0.22639,-15.0321
5264,-0.7925,0.2039,-15.0841
5265,-0.57997,0.07039,-15.6401
5266,-0.54524,0.06312,-15.8579
5267,-0.51141,0.06434,-15.9637
5268,-0.43674,0.06384,-16.0717
5269,-0.49833,0.05211,-15.6723
5270,-0.47624,0.04397,-15.7653
5271,-0.40563,0.03218,-15.6767
5272,-0.58672,0.08124,-15.5526
5273,-0.74119,0.13921,-15.3573
5274,-0.66115,0.11586,-15.4168
5275,-0.57555,0.0946,-15.4601
5276,-0.72969,0.15923,-15.256
5277,-0.71404,0.17954,-15.152
5278,-1.16892,0.31277,-14.8662
5279,-1.07635,0.28822,-14.8953
5280,-0.98118,0.26837,-14.9167
5281,-0.88308,0.24886,-14.9401
5282,-1.17498,0.3411,-14.7653
5283,-1.1281,0.71284,-14.0104
5284,-1.24384,0.60405,-14.1885
5285,-1.23264,0.54095,-14.283
5286,-1.21482,0.48674,-14.3765
5287,-1.19668,0.44357,-14.4698
5288,-1.18579,0.40644,-14.5666
5289,-1.17981,0.37211,-14.6656
5290,-1.16423,0.61287,-14.1424
5291,-1.09713,0.63881,-14.0839
5292,0.52974,2.7152,-12.8259
5293,0.20445,2.6999,-13.0679
5294,0.07776,2.69072,-13.1648
5295,-0.01255,2.65222,-13.2357
5296,-0.08508,2.6521,-13.2906
5297,-0.14694,2.63944,-13.3299
5298,0.31984,2.64292,-12.9695
5299,0.44092,2.64651,-12.877
5300,-1.13989,1.93737,-13.6648
5301,-1.07391,2.11396,-13.647
5302,-0.18807,2.5656,-13.3528
5303,-0.28307,2.56082,-13.4005
5304,-0.38945,2.48552,-13.4452
5305,-0.49828,2.41334,-13.4856
5306,-0.63731,2.37624,-13.5292
5307,-0.87125,2.3071,-13.5952
5308,0.59953,2.73706,-12.7888
5309,0.76074,2.80999,-12.7538
5310,0.67265,2.76941,-12.7644
5311,0.88029,2.75129,-12.678
5312,1.08354,2.7361,-12.5996
5313,0.99309,2.70872,-12.6143
5314,1.16639,2.75675,-12.583
5315,1.94384,3.97741,-15.7497
5316,2.01752,3.93794,-15.9143
5317,2.10865,3.89743,-16.0008
5318,2.2205,3.85526,-16.065
5319,2.32156,3.81712,-16.1447
5320,2.313,3.82835,-16.2479
5321,2.28553,3.84031,-16.3379
5322,1.52358,3.43134,-13.3257
5323,1.55496,3.4958,-13.3726
5324,1.52524,3.63159,-13.4418
5325,1.55499,3.71616,-13.4759
5326,1.56759,3.56005,-13.4107
5327,1.64216,3.71905,-13.4796
5328,1.72416,3.76276,-13.4938
5329,1.8177,3.82904,-13.5089
5330,1.88135,3.7699,-13.4982
5331,1.56535,3.37906,-13.2976
5332,1.61084,3.32231,-13.2687
5333,1.42401,3.2588,-13.155
5334,1.41344,3.18366,-13.0724
5335,1.42391,3.1155,-12.9885
5336,1.39574,3.06091,-12.9036
5337,1.44746,2.99759,-12.8172
5338,1.50959,3.2591,-13.1803
5339,1.5894,3.25952,-13.2077
5340,1.38914,2.93461,-12.7272
5341,1.45725,2.94581,-12.7416
5342,1.50419,2.97576,-12.7904
5343,1.37595,2.86785,-12.645
5344,1.24584,2.77302,-12.5665
5345,1.32081,2.80575,-12.5811
5346,1.9104,3.8643,-13.511
5347,1.95189,3.73597,-13.4942
5348,1.95254,3.80189,-13.5001
5349,2.08125,4.0206,-13.5221
5350,1.97165,3.92686,-13.5155
5351,2.03864,3.96609,-13.5141
5352,2.10819,4.0857,-13.5382
5353,2.13986,4.1462,-13.5535
5354,2.17805,4.20575,-13.5758
5355,2.71324,4.23825,-14.7572
5356,2.7766,4.2779,-14.7577
5357,2.64093,4.18972,-14.7576
5358,2.55446,4.20658,-14.7597
5359,2.46724,4.20912,-14.7681
5360,2.10026,4.14163,-14.9279
5361,2.18646,4.1632,-14.8728
5362,2.27914,4.18414,-14.826
5363,2.37475,4.20051,-14.7897
5364,1.96456,4.11035,-15.0539
5365,2.08967,4.0813,-14.9798
5366,2.02914,4.07823,-15.0322
5367,1.8967,4.00494,-15.577
5368,1.87896,4.02077,-15.4652
5369,1.84299,4.05019,-15.3821
5370,1.91695,4.09706,-15.1174
5371,1.82144,4.09319,-15.2457
5372,1.86962,4.09168,-15.1807
5373,2.33994,3.81084,-16.4234
5374,3.57034,2.29711,-17.5608
5375,3.50969,2.38979,-17.5335
5376,3.39185,2.56951,-17.4849
5377,3.44957,2.48232,-17.5059
5378,2.51284,3.64696,-16.8154
5379,2.58876,3.5729,-16.8884
5380,2.91166,3.10084,-17.4232
5381,2.98461,3.05982,-17.4018
5382,2.6995,3.46862,-16.9646
5383,2.79342,3.35443,-17.076
5384,2.90981,3.20526,-17.216
5385,2.40868,3.7703,-16.5016
5386,2.4719,3.71325,-16.6548
5387,2.49504,3.71845,-16.5628
5388,2.53975,3.66211,-16.713
5389,3.20242,2.81044,-17.4763
5390,3.26894,2.744,-17.4568
5391,3.33299,2.65638,-17.4678
5392,3.15355,2.88539,-17.4411
5393,3.07289,2.98323,-17.4074
5394,3.95086,1.20662,-17.7109
5395,3.94191,1.29658,-17.684
5396,3.94086,1.38341,-17.6482
5397,3.81486,1.72292,-17.6951
5398,3.75874,1.83736,-17.7084
5399,3.75729,1.91309,-17.659
5400,3.73623,2.0059,-17.6165
5401,3.6921,2.10846,-17.5876
5402,3.9177,1.49599,-17.6395
5403,3.89579,1.6396,-17.615
5404,3.71134,2.16377,-17.5001
5405,3.64475,2.26896,-17.4776
5406,-0.26906,0.02704,-16.1243
5407,-0.14834,0.02266,-16.254
5408,1.55409,-0.52865,-17.6233
5409,0.85058,-0.10869,-17.2321
5410,0.61046,-0.01314,-17.0308
5411,0.78653,-0.0657,-17.2194
5412,0.67114,-0.02226,-17.1148
5413,0.70964,-0.01091,-17.2159
5414,0.89955,-0.11693,-17.3
5415,1.41589,-0.44939,-17.5115
5416,1.16059,-0.26355,-17.4185
5417,1.31294,-0.39293,-17.4247
5418,1.23581,-0.32996,-17.4116
5419,0.9726,-0.13777,-17.3725
5420,1.07312,-0.20712,-17.3891
5421,0.528,-0.01525,-16.88
5422,-0.03246,0.01926,-16.3783
5423,0.07701,0.01506,-16.4889
5424,0.44412,-0.0018,-16.7996
5425,0.36819,-0.00368,-16.7116
5426,0.28715,-0.0008,-16.6413
5427,0.18906,0.00793,-16.5766
5428,0.6233,-0.04965,-16.9417
5429,-1.202,1.83296,-13.681
5430,-1.33534,1.86717,-13.714
5431,-1.40267,1.79729,-13.7347
5432,-1.42924,1.44831,-13.7805
5433,-1.41419,1.6184,-13.7484
5434,-1.414,1.52525,-13.76
5435,-1.3904,1.36477,-13.7848
5436,-1.34418,1.27857,-13.7909
5437,-1.2888,1.19554,-13.7965
5438,-1.16085,0.78889,-13.9529
5439,-1.23456,1.03576,-13.8368
5440,-1.16569,0.86748,-13.9007
5441,-1.17216,0.95105,-13.8555
5442,-1.21372,1.11584,-13.7993
5443,-0.78758,0.22461,-14.9862
5444,-0.69993,0.1986,-15.0488
5445,-0.49184,0.0621,-15.5715
5446,-0.40503,0.02825,-15.8265
5447,-0.40589,0.0334,-15.9245
5448,-0.35786,0.03129,-16.0158
5449,-0.39285,0.04,-15.5906
5450,-0.35565,0.01853,-15.7253
5451,-0.30731,0.01814,-15.6285
5452,-0.48282,0.07491,-15.4826
5453,-0.65655,0.13653,-15.3167
5454,-0.5766,0.11409,-15.3656
5455,-0.48809,0.0916,-15.3998
5456,-0.64229,0.15657,-15.2134
5457,-0.61887,0.17375,-15.1094
5458,-1.08432,0.31584,-14.7948
5459,-0.99031,0.29429,-14.8198
5460,-0.89467,0.2733,-14.8487
5461,-0.79504,0.24729,-14.8924
5462,-1.08929,0.34441,-14.6962
5463,-1.06593,0.76161,-13.947
5464,-1.04006,0.67961,-14.0188
5465,-1.15169,0.55189,-14.2293
5466,-1.133,0.4952,-14.3185
5467,-1.11373,0.4477,-14.4084
5468,-1.10086,0.40883,-14.502
5469,-1.09423,0.37552,-14.5987
5470,-1.07756,0.57158,-14.1676
5471,-1.01399,0.60398,-14.0999
5472,0.59686,2.67461,-12.7744
5473,0.53863,2.65154,-12.808
5474,0.19957,2.64457,-13.0653
5475,0.11715,2.62065,-13.1312
5476,0.04411,2.58554,-13.1935
5477,-0.03626,2.57426,-13.2578
5478,-0.10087,2.54773,-13.3037
5479,0.28368,2.59511,-12.9963
5480,0.43435,2.59099,-12.8802
5481,-1.06,1.90728,-13.648
5482,-1.02942,2.03212,-13.6374
5483,-0.8529,2.21935,-13.5918
5484,-0.15115,2.48375,-13.3386
5485,-0.22729,2.49316,-13.3774
5486,-0.30575,2.45274,-13.4158
5487,-0.40354,2.38864,-13.4565
5488,-0.52739,2.33181,-13.5005
5489,-0.67443,2.28496,-13.5447
5490,-0.95799,1.84841,-13.6339
5491,0.67086,2.68275,-12.7337
5492,0.64081,2.61739,-12.7413
5493,0.76755,2.70517,-12.6938
5494,0.89489,2.67095,-12.6296
5495,1.1367,2.70462,-12.5539
5496,1.07014,2.67283,-12.5606
5497,0.99195,2.64959,-12.5812
5498,1.20613,2.70946,-12.5264
5499,2.01979,3.9403,-15.6845
5500,2.05676,3.92023,-15.8341
5501,2.13172,3.88288,-15.909
5502,2.21547,3.84623,-15.9521
5503,2.31511,3.80626,-16.023
5504,2.39301,3.77736,-16.1092
5505,2.40141,3.78355,-16.218
5506,2.3781,3.79833,-16.3241
5507,1.59589,3.44509,-13.3496
5508,1.63031,3.51659,-13.3954
5509,1.65639,3.60624,-13.4408
5510,1.74125,3.65998,-13.4687
5511,1.81079,3.71604,-13.4878
5512,1.88691,3.68579,-13.4876
5513,1.95692,3.67755,-13.4906
5514,1.63738,3.38747,-13.324
5515,1.68263,3.32865,-13.2997
5516,1.66246,3.26501,-13.2417
5517,1.49406,3.19719,-13.1113
5518,1.48604,3.14221,-13.0439
5519,1.49628,3.08825,-12.969
5520,1.46473,3.0444,-12.8904
5521,1.5326,3.02139,-12.8702
5522,1.57369,3.20143,-13.1442
5523,1.64792,3.20578,-13.1795
5524,1.45211,2.89171,-12.6658
5525,1.51915,2.92192,-12.7062
5526,1.56687,2.95837,-12.7713
5527,1.40395,2.82144,-12.5837
5528,1.31401,2.72469,-12.501
5529,2.0076,3.85349,-13.502
5530,2.03155,3.71587,-13.4944
5531,2.03176,3.78503,-13.496
5532,2.14393,4.01725,-13.5045
5533,2.12787,3.95762,-13.4945
5534,2.0765,3.90231,-13.4973
5535,2.18281,4.05999,-13.5037
5536,2.21758,4.11514,-13.5113
5537,2.64436,4.12056,-14.7547
5538,2.71814,4.15225,-14.7541
5539,2.8134,4.19846,-14.7603
5540,2.57428,4.1344,-14.7641
5541,2.49678,4.14054,-14.7766
5542,2.41528,4.13579,-14.7965
5543,2.16374,4.09208,-14.9227
5544,2.24515,4.10661,-14.8712
5545,2.33008,4.12325,-14.8286
5546,2.00199,4.05564,-15.0877
5547,2.14699,4.03361,-14.9697
5548,2.07596,4.03647,-15.0326
5549,1.98622,3.95984,-15.5118
5550,1.94791,3.99053,-15.4054
5551,1.919,4.02092,-15.3125
5552,2.04231,3.92819,-15.4337
5553,1.98542,4.02679,-15.1556
5554,1.95036,4.02126,-15.2304
5555,2.44662,3.76051,-16.3999
5556,3.58478,2.36532,-17.4389
5557,3.52421,2.46389,-17.3968
5558,3.40228,2.6569,-17.3304
5559,3.46379,2.56124,-17.3606
5560,2.6168,3.59405,-16.7785
5561,2.73875,3.48361,-16.8574
5562,3.10222,3.03542,-17.2439
5563,2.99136,3.13881,-17.2252
5564,2.87143,3.33145,-17.0003
5565,3.0084,3.19347,-17.0691
5566,2.52112,3.71591,-16.4686
5567,2.57761,3.66355,-16.6133
5568,2.60564,3.663,-16.5176
5569,2.66221,3.59755,-16.6674
5570,3.25233,2.8377,-17.3348
5571,3.33587,2.75392,-17.306
5572,3.19347,2.92619,-17.2885
